id,Name,Nationality,Club,Score,International_reputation
14875,A. Al Asmari,Saudi Arabia,Al Ahli,60,1
14876,J. Giraldo,Colombia,Independiente Medellín,60,1
14877,J. Issa,Saudi Arabia,Al Ittihad,60,1
14878,J. Marcinkowski,United States,San Jose Earthquakes,60,1
14879,I. Koné,Mali,FK Haugesund,60,1
14880,A. Angulo,Colombia,Atlético Bucaramanga,60,1
14881,C. Tiéhi,Cote d'Ivoire,Le Havre AC,60,1
14882,A. Al Yami,Saudi Arabia,Al Hazem,60,1
14883,S. Schimandl,Austria,SV Mattersburg,60,1
14884,J. Williams,United States,Columbus Crew SC,60,1
14885,Antón,Spain,CD Lugo,60,1
14886,Y. Nader,Egypt,Al Ain FC,60,1
14887,R. Mudražija,Croatia,FC København,60,1
14888,V. Danale,Romania,Politehnica Iaşi,60,1
14889,P. Obermüller,Austria,TSV Hartberg,60,1
14890,T. Keller,Germany,FC Ingolstadt 04,60,1
14891,D. Schnegg,Austria,LASK Linz,60,1
14892,A. Andrade,Panama,LASK Linz,60,1
14893,T. Dallison,United Kingdom,Crawley Town,60,1
14894,H. Castegren,Sweden,IFK Norrköping,60,1
14895,O. Zanzala,Congo Republic,Accrington Stanley,60,1
14896,C. Jacob,France,Rodez Aveyron Football,60,1
14897,B. Barclay,United Kingdom,Accrington Stanley,60,1
14898,S. Karakoç,Turkey,Fenerbahçe SK,60,1
14899,M. Butcher,United Kingdom,Bournemouth,60,1
14900,J. Pritchard,United Kingdom,Accrington Stanley,60,1
14901,M. Brink,Denmark,Esbjerg fB,60,1
14902,K. Vásquez,Chile,Unión La Calera,60,1
14903,Sergio García,Spain,Real Zaragoza,60,1
14904,E. Ojeda,Argentina,Rosario Central,60,1
14905,L. Bätge,Germany,FC Würzburger Kickers,60,1
14906,T. Reid,United Kingdom,Swindon Town,60,1
14907,S. Adrian,Sweden,Kalmar FF,60,1
14908,A. Tîrcoveanu,Romania,FC Viitorul,60,1
14909,O. Ural,Turkey,Kasimpaşa SK,60,1
14910,Madger Gomes,Spain,Doncaster Rovers,60,1
14911,R. Meraz,Mexico,Monarcas Morelia,60,1
14912,K. Senkbeil,Germany,Bayern München II,60,1
14913,Bruno Jordão,Portugal,Wolverhampton Wanderers,60,1
14914,Go Myeong Seok,South Korea,Suwon Samsung Bluewings,60,1
14915,Guo Quanbo,China,Beijing Sinobo Guoan FC,60,1
14916,H. Gilmour,United Kingdom,Tranmere Rovers,60,1
14917,E. Ebosse,France,Le Mans FC,60,1
14918,D. Balanyuk,Ukraine,Wisła Kraków,60,1
14919,J. Ogenia,Curacao,Willem II,60,1
14920,M. Real,United States,Philadelphia Union,60,1
14921,M. Behrens,Germany,1. FC Magdeburg,60,1
14922,Gori López,Spain,Extremadura UD,60,1
14923,Y. Bangsow,Germany,Eintracht Braunschweig,60,1
14924,S. Karweina,Germany,MSV Duisburg,60,1
14925,A. López,Mexico,Club América,60,1
14926,G. Kilama,Cameroon,Chamois Niortais Football Club,60,1
14927,A. Hindi,Saudi Arabia,Al Ahli,60,1
14928,A. Vogliacco,Italy,Pordenone,60,1
14929,Sergio,Spain,Cádiz CF,60,1
14930,J. Quiñones,Colombia,Rionegro Águilas,60,1
14931,L. Yamaguchi,Japan,Extremadura UD,60,1
14932,D. Abella,Mexico,Puebla FC,60,1
14933,K. Hernández,Mexico,Monterrey,60,1
14934,M. Nuhu,Ghana,FC St. Gallen,60,1
14935,A. Kanther,Germany,1. FC Magdeburg,60,1
14936,M. Temp,Germany,1. FC Magdeburg,60,1
14937,M. Guthörl,Germany,SV Wehen Wiesbaden,60,1
14938,L. Borri,Italy,Castellammare di Stabia,60,1
14939,A. Mallamo,Italy,Castellammare di Stabia,60,1
14940,N. Kolesovs,Latvia,FC Botoşani,60,1
14941,L. Donnelly,United Kingdom,Motherwell,60,1
14942,J. Wrąbel,Poland,Wisła Płock,60,1
14943,C. Burton,United Kingdom,Cambridge United,60,1
14944,A. Gilchrist,United Kingdom,Derry City,60,1
14945,L. Salvesen,Norway,Strømsgodset IF,60,1
14946,J. Jones,United Kingdom,Crewe Alexandra,60,1
14947,N. Bürgy,Switzerland,BSC Young Boys,60,1
14948,R. Grego-Cox,Ireland,Crawley Town,60,1
14949,A. Zendejas,Mexico,Guadalajara,60,1
14950,A. Melo,Argentina,Coquimbo Unido,60,1
14951,F. Mosquera,Colombia,Jaguares de Córdoba,60,1
14952,Y. Severin,France,Servette FC,60,1
14953,I. Oda,Japan,Kashima Antlers,60,1
14954,J. Mahon,Ireland,Sligo Rovers,60,1
14955,M. Hehne,Germany,FSV Zwickau,60,1
14956,S. Härtel,Germany,FSV Zwickau,60,1
14957,Valera,Spain,SD Huesca,60,1
14958,G. Zecca,Italy,Sassuolo,60,1
14959,M. Prezioso,Italy,Napoli,60,1
14960,A. Bolivar,Argentina,Gimnasia y Esgrima La Plata,60,1
14961,O. Özdemir,Turkey,Yeni Malatyaspor,60,1
14962,K. Pagliuca,Switzerland,FC Carl Zeiss Jena,60,1
14963,M. Fallatah,Saudi Arabia,Al Fayha,60,1
14964,J. Finnerty,Ireland,Bohemian FC,60,1
14965,B. Njie,Norway,Odds BK,60,1
14966,F. Atuahene,Ghana,FC Dallas,60,1
14967,J. Gurrola,Mexico,FC Juárez,60,1
14968,M. Villa,Uruguay,SD Ponferradina,60,1
14969,U. Tezel,Germany,SC Preußen Münster,60,1
14970,A. Sebald,Germany,FC Hansa Rostock,60,1
14971,J. van Benthem,Netherlands,Heracles Almelo,60,1
14972,R. Decostere,Belgium,KSV Cercle Brugge,60,1
14973,J. Galetto,Argentina,Patronato,60,1
14974,Lombo,Spain,CD Leganés,60,1
14975,D. Quaranta,Italy,Ascoli,60,1
14976,J. Escobar,Colombia,Rionegro Águilas,60,1
14977,R. Dally,Jamaica,FC Cincinnati,60,1
14978,D. Muringen,Netherlands,ADO Den Haag,60,1
14979,Alex Rey,Spain,CD Lugo,60,1
14980,J. Handl,Austria,FK Austria Wien,60,1
14981,E. Engelhardt,Germany,FC Hansa Rostock,60,1
14982,M. Komar,Argentina,Patronato,60,1
14983,B. Soumaré,France,Dijon FCO,60,1
14984,M. Depta,Germany,Viktoria Köln,60,1
14985,D. Lia,Italy,Castellammare di Stabia,60,1
14986,S. Elia,Italy,Castellammare di Stabia,60,1
14987,S. Kilyén,Romania,Sepsi OSK,60,1
14988,J. Jiménez,Mexico,Cruz Azul,60,1
14989,D. Bilogrevic,Germany,SC Paderborn 07,60,1
14990,Lee Dong Won,South Korea,Ulsan Hyundai FC,60,1
14991,E. Karakaş,Turkey,Çaykur Rizespor,60,1
14992,Filipe Ferreira,Portugal,CF Fuenlabrada,60,1
14993,M. Kuchta,Poland,Zagłębie Lubin,60,1
14994,K. O'Hara,Ireland,Burton Albion,60,1
14995,M. Crowe,United Kingdom,Preston North End,60,1
14996,Y. Bobb,Gambia,Chievo Verona,60,1
14997,A. Romano,Italy,Napoli,60,1
14998,R. Selasi,Ghana,Pescara,60,1
14999,E. Besea,Ghana,Frosinone,60,1
15000,G. Sloggett,Ireland,Derry City,60,1
15001,P. Mystkowski,Poland,Jagiellonia Białystok,60,1
15002,F. Al Sagour,Saudi Arabia,Al Wehda,60,1
15003,A. Collins,United Kingdom,Forest Green Rovers,60,1
15004,J. Flores,United Kingdom,Dundalk,60,1
15005,M. Vargas,Chile,CD Cobresal,60,1
15006,J. Eastwood,United Kingdom,Scunthorpe United,60,1
15007,A. Celli,Italy,Pescara,60,1
15008,E. Adams,Gambia,Forest Green Rovers,60,1
15009,O. Olomola,United Kingdom,Carlisle United,60,1
15010,S. Al Najai,Saudi Arabia,Damac FC,60,1
15011,M. Welch-Hayes,United Kingdom,Macclesfield Town,60,1
15012,Strefezza,Brazil,SPAL,60,1
15013,Angel Sánchez,Spain,RCD Espanyol,60,1
15014,T. Onozawa,Japan,Cerezo Osaka,60,1
15015,L. Fierro,Chile,CD O'Higgins,60,1
15016,D. Gojko,Poland,Piast Gliwice,60,1
15017,S. Dieng,Switzerland,Doncaster Rovers,60,1
15018,N. Leemhuis,Netherlands,Heracles Almelo,60,1
15019,Hu Ruibao,China,Henan Jianye FC,60,1
15020,A. Koiki,United Kingdom,Burnley,60,1
15021,Yuan Mincheng,China,Chongqing Dangdai Lifan FC SWM Team,60,1
15022,A. Bianchimano,Italy,Perugia,60,1
15023,N. Al Omran,Saudi Arabia,Al Shabab,60,1
15024,D. Lanius,Germany,Viktoria Köln,60,1
15025,Park Chang Jun,South Korea,Gangwon FC,60,1
15026,J. Mäder,Germany,FSV Zwickau,60,1
15027,D. Esmel,Cote d'Ivoire,1. FC Kaiserslautern,60,1
15028,M. Tapias,Mexico,Pachuca,60,1
15029,Y. Magnin,France,Clermont Foot 63,60,1
15030,A. Bacci,Italy,Ascoli,60,1
15031,K. Álvarez,Honduras,IFK Norrköping,60,1
15032,O. Rushfort,United Kingdom,Bury,60,1
15033,R. Buckmaster,United States,New York Red Bulls,60,1
15034,L. Popescu,Romania,Universitatea Craiova,60,1
15035,F. Egerer,Germany,SV Meppen,60,1
15036,M. Barraza,Argentina,Central Córdoba,60,1
15037,U. Eneme-Ella,France,Amiens SC,60,1
15038,G. Debeljuh,Croatia,FC Hermannstadt,60,1
15039,U. Akyol,Germany,Antalyaspor,60,1
15040,M. Huard,France,AC Ajaccio,60,1
15041,C. Mora,Italy,Cittadella,60,1
15042,G. Ushler,United Kingdom,Bury,60,1
15043,P. Itter,Germany,Chemnitzer FC,60,1
15044,C. Evans,United Kingdom,Port Vale,60,1
15045,F. Rojas,Chile,CD Cobresal,60,1
15046,N. Lüchinger,Switzerland,FC St. Gallen,60,1
15047,S. Bastien,France,Stevenage,60,1
15048,J. Hardy,United Kingdom,Walsall,60,1
15049,M. Barnes,United Kingdom,Southampton,60,1
15050,M. Kula,Turkey,Kayserispor,60,1
15051,E. Sonupé,United Kingdom,Stevenage,60,1
15052,L. Contin,Argentina,Gimnasia y Esgrima La Plata,60,1
15053,D. Fernández,Chile,Deportes Iquique,60,1
15054,R. Sallinger,Austria,TSV Hartberg,60,1
15055,M. Pedersen,Denmark,Hobro IK,60,1
15056,F. Lach,Germany,FC Hansa Rostock,60,1
15057,P. Fassnacht,Germany,FC Carl Zeiss Jena,60,1
15058,D. Szymonowicz,Poland,Raków Częstochowa,60,1
15059,R. Peiponen,Finland,HJK Helsinki,60,1
15060,S. Kjellevold,Norway,Stabæk Fotball,60,1
15061,W. Al Anazi,Saudi Arabia,Al Shabab,60,1
15062,J. Bauza,Argentina,Górnik Zabrze,60,1
15063,T. Costantini,Italy,SPAL,60,1
15064,E. Louro,United States,New York Red Bulls,60,1
15065,Son Suk Yong,South Korea,Daegu FC,60,1
15066,A. Sicker,Germany,MSV Duisburg,60,1
15067,J. Homawoo,Togo,FC Nantes,60,1
15068,H. Al Qahtani,Saudi Arabia,Al Faisaly,60,1
15069,G. Bakırbaş,Turkey,Göztepe SK,60,1
15070,T. Ivanof,Belgium,KV Kortrijk,60,1
15071,A. Björnström,Sweden,IK Sirius,60,1
15072,Kim Jung Ho,South Korea,Incheon United FC,60,1
15073,E. Weeger,Germany,TSV 1860 München,60,1
15074,D. Vokić,Slovenia,Benevento,60,1
15075,B. Stephens,United Kingdom,Macclesfield Town,60,1
15076,K. Bucker,Netherlands,Heracles Almelo,60,1
15077,J. Buss,Chile,Curicó Unido,60,1
15078,D. Rentería,Colombia,Independiente Santa Fe,60,1
15079,H. Al Mansoury,United Arab Emirates,Al Ain FC,60,1
15080,Y. Hasegawa,Japan,Oita Trinita,60,1
15081,Javi Siverio,Spain,Racing Santander,60,1
15082,B. dos Santos,Germany,SV Waldhof Mannheim,60,1
15083,K. Muhar,Croatia,Lech Poznań,60,1
15084,R. Hreniuc,Romania,Universitatea Craiova,60,1
15085,C. Manzinga,France,Motherwell,60,1
15086,M. Langer,Germany,FC Schalke 04,60,1
15087,D. Jones,United Kingdom,Salford City,60,1
15088,E. Dieseruvwe,United Kingdom,Salford City,60,1
15089,S. Long,Ireland,Cheltenham Town,60,1
15090,C. O'Malley,Ireland,Peterborough United,60,1
15091,L. Villalba,Argentina,Central Córdoba,60,1
15092,T. Königsmann,Germany,SV Waldhof Mannheim,60,1
15093,A. Ryczkowski,Poland,Górnik Zabrze,60,1
15094,F. Børsting,Denmark,Aalborg BK,60,1
15095,M. Maigaard,Denmark,Strømsgodset IF,60,1
15096,R. Coughlan,Ireland,Sligo Rovers,60,1
15097,D. Markey,Ireland,St. Patrick's Athletic,60,1
15098,F. Kelleher,Ireland,Macclesfield Town,60,1
15099,T. Vassell,United Kingdom,Macclesfield Town,60,1
15100,D. Pineda,Mexico,Atlético de San Luis,60,1
15101,D. Cardelli,Italy,Pisa,60,1
15102,J. Gibbons,United Kingdom,Port Vale,60,1
15103,Rubén Sánchez,Spain,Granada CF,60,1
15104,S. Al Nabit,Saudi Arabia,Abha Club,60,1
15105,K. Shibato,Japan,Urawa Red Diamonds,60,1
15106,H. Ayaroğlu,Turkey,Alanyaspor,60,1
15107,A. Dudea,Romania,Chindia Târgovişte,60,1
15108,J. Gutjahr,United States,Chicago Fire,60,1
15109,Ming Tian,China,Wuhan Zall,60,1
15110,H. Trewbridge,United Kingdom,Bury,60,1
15111,A. Al Shahrani,Saudi Arabia,Damac FC,60,1
15112,D. van der Sluys,Netherlands,RKC Waalwijk,60,1
15113,D. Tokpa,France,Amiens SC,60,1
15114,S. Makuka,Uruguay,Atlético Bucaramanga,60,1
15115,J. Rodríguez,Mexico,Puebla FC,60,1
15116,J. Maxted,United Kingdom,Exeter City,60,1
15117,A. Moreno,United States,Chicago Fire,60,1
15118,R. Browne,Antigua and Barbuda,Port Vale,60,1
15119,D. Love,United Kingdom,Shrewsbury,60,1
15120,G. Jarl,Sweden,AFC Eskilstuna,60,1
15121,D. Restrepo,Colombia,Cúcuta Deportivo,60,1
15122,S. Matthews,United Kingdom,Bristol Rovers,60,1
15123,R. Al Ghamdi,Saudi Arabia,Al Raed,60,1
15124,J. Allen,United States,Real Salt Lake,60,1
15125,C. Bishop,United Kingdom,Accrington Stanley,60,1
15126,Zou Dehai,China,Beijing Sinobo Guoan FC,60,1
15127,G. Blackwood,Australia,Adelaide United,60,1
15128,R. Ariza,Colombia,Alianza Petrolera,60,1
15129,S. Joss,Switzerland,FC Thun,60,1
15130,R. Aoki,Japan,Nagoya Grampus,60,1
15131,L. Merolla,Argentina,Club Atlético Huracán,60,1
15132,Yoo Seung Min,South Korea,Jeonbuk Hyundai Motors,60,1
15133,M. Matsumoto,Japan,Júbilo Iwata,60,1
15134,R. Takano,Japan,Yokohama F. Marinos,60,1
15135,Kim Han Gil,South Korea,FC Seoul,60,1
15136,J. Gies,Germany,SV Meppen,60,1
15137,D. Maekawa,Japan,Vissel Kobe,60,1
15138,R. Germain,Japan,Vegalta Sendai,60,1
15139,Jon Bakero,Spain,Toronto FC,60,1
15140,T. Corbaz,Switzerland,Neuchâtel Xamax,60,1
15141,S. Kchouk,Tunisia,FC St. Gallen,60,1
15142,S. Paintsil,Ghana,FC Admira Wacker Mödling,60,1
15143,E. Wiemberg,Chile,Unión La Calera,60,1
15144,K. Hodžić,Sweden,AFC Eskilstuna,60,1
15145,J. Marx,Germany,SV Waldhof Mannheim,60,1
15146,P. Pațurcă,Romania,Academica Clinceni,60,1
15147,G. Ajayi,Nigeria,Astra Giurgiu,60,1
15148,L. Ried,Austria,TSV Hartberg,60,1
15149,C. Klaus,Germany,SV Darmstadt 98,60,1
15150,A. Hirzel,Switzerland,FC Thun,60,1
15151,J. Ironside,United Kingdom,Macclesfield Town,60,1
15152,J. Alabi,United Kingdom,Leyton Orient,60,1
15153,P. Mullin,United Kingdom,Tranmere Rovers,60,1
15154,K. Nitzlnader,Austria,WSG Tirol,60,1
15155,J. Simonsen,Denmark,SønderjyskE,60,1
15156,Ye Chongqiu,China,Jiangsu Suning FC,60,1
15157,Ryu Jae Moon,South Korea,Daegu FC,60,1
15158,Hwang ByeongGeun,South Korea,Sangju Sangmu FC,60,1
15159,J. Brophy,United Kingdom,Leyton Orient,60,1
15160,J. Tratt,Australia,Perth Glory,60,1
15161,Long Cheng,China,Jiangsu Suning FC,60,1
15162,Yeerjieti Yeerzati,China,Chongqing Dangdai Lifan FC SWM Team,60,1
15163,A. Al Najai,Saudi Arabia,Abha Club,60,1
15164,Lee Ji Hoon,South Korea,Incheon United FC,60,1
15165,M. Bleve,Italy,Lecce,60,1
15166,J. Kiassumbua,DR Congo,Servette FC,60,1
15167,D. Dumitrașcu,Romania,Chindia Târgovişte,60,1
15168,J. Gómez,Colombia,Cúcuta Deportivo,60,1
15169,D. Lyness,United Kingdom,St. Mirren,60,1
15170,D. Cornell,United Kingdom,Northampton Town,60,1
15171,K. Riksvold,Norway,Ranheim Fotball,60,1
15172,D. Cole,United Kingdom,Derry City,60,1
15173,B. Wilson,United Kingdom,Coventry City,60,1
15174,K. Bigler,Switzerland,FC Thun,60,1
15175,C. Stockton,United Kingdom,Morecambe,60,1
15176,R. Castro,Argentina,Deportes Iquique,60,1
15177,D. Bozic,Germany,Chemnitzer FC,60,1
15178,C. Quenum,France,Valenciennes FC,60,1
15179,Choi Chi Won,South Korea,Gangwon FC,60,1
15180,A. Jafar,Saudi Arabia,Damac FC,60,1
15181,H. Mitsumaru,Japan,Sagan Tosu,60,1
15182,E. Næsbak Brenden,Norway,Lillestrøm SK,60,1
15183,J. Smith,United States,Finn Harps,60,1
15184,J. Montaño,Colombia,Alianza Petrolera,60,1
15185,A. Abdellaoui,Algeria,FC Sion,60,1
15186,B. Čečarić,Serbia,Cracovia,60,1
15187,C. Gaínza,Chile,Deportes Iquique,60,1
15188,Jung Hoon Sung,South Korea,Incheon United FC,60,1
15189,J. Grzesik,Poland,LKS Lodz,60,1
15190,M. Al Najai,Saudi Arabia,Damac FC,60,1
15191,A. Barry,Ireland,Bohemian FC,60,1
15192,C. Brown,Australia,Melbourne Victory,60,1
15193,Pei Shuai,China,Tianjin Quanjian FC,60,1
15194,J. Gulley,New Zealand,New Zealand,60,1
15195,N. Al Muwallad,Saudi Arabia,Al Adalah,60,1
15196,H. Al Jayzani,Saudi Arabia,Damac FC,60,1
15197,Wang Fei,China,Henan Jianye FC,60,1
15198,Park Won Jae,South Korea,Seongnam FC,60,1
15199,Y. Suzuki,Japan,Gamba Osaka,60,1
15200,N. Mirković,Serbia,SønderjyskE,60,1
15201,E. Fujishima,Japan,Kawasaki Frontale,60,1
15202,S. Neurauter,Austria,WSG Tirol,60,1
15203,L. Scepanik,Germany,MSV Duisburg,60,1
15204,A. Ginti,India,India,60,1
15205,A. Khurana,India,India,60,1
15206,A. Maadi,Saudi Arabia,Al Faisaly,60,1
15207,C. Crialese,Italy,Virtus Entella,60,1
15208,S. Bennett,United Kingdom,Newport County,60,1
15209,F. Rossi,Italy,Atalanta,60,1
15210,C. Clifford,Ireland,St. Patrick's Athletic,60,1
15211,D. Cawley,Ireland,Sligo Rovers,60,1
15212,K. Buckley,Ireland,Bohemian FC,60,1
15213,D. Jarvis,United Kingdom,Dundalk,60,1
15214,A. Yussuf,Tanzania,Blackpool,60,1
15215,L. O'Neil,United Kingdom,Cambridge United,60,1
15216,J. Pepper,Australia,Brisbane Roar,60,1
15217,H. Konongo,Congo Republic,Sepsi OSK,60,1
15218,M. Attiyah,Saudi Arabia,Al Shabab,60,1
15219,M. Al Rashdi,Saudi Arabia,Al Adalah,60,1
15220,B. Garcés,Colombia,Atlético Huila,60,1
15221,R. Al Radhi,Saudi Arabia,Al Adalah,60,1
15222,F. Cerda,Chile,CD Palestino,60,1
15223,T. Mokwa,Poland,Piast Gliwice,60,1
15224,Wang Weicheng,China,Chongqing Dangdai Lifan FC SWM Team,60,1
15225,R. Hironaga,Japan,Sanfrecce Hiroshima,60,1
15226,T. Imai,Japan,Matsumoto Yamaga,60,1
15227,K. Nakami,Japan,Matsumoto Yamaga,60,1
15228,F. Costa,Argentina,Patronato,60,1
15229,G. Bokwé,Cameroon,Mjøndalen IF,60,1
15230,F. Pangop,Cameroon,SCR Altach,60,1
15231,T. Kallevåg,Norway,FK Haugesund,60,1
15232,H. Pritchard,United Kingdom,Blackpool,60,1
15233,W. Coulibaly,Cote d'Ivoire,Côte d'Ivoire,60,1
15234,H. Pernía,Venezuela,Unión Magdalena,60,1
15235,H. Al Maqati,Saudi Arabia,Al Hazem,60,1
15236,A. Melksham,United Kingdom,Bury,60,1
15237,L. Dumitriu,Romania,FC Hermannstadt,60,1
15238,F. Michel,France,Grenoble Foot 38,60,1
15239,M. Harrold,United Kingdom,Leyton Orient,60,1
15240,A. Karadas,Norway,SK Brann,60,1
15241,R. Harley,United Kingdom,Milton Keynes Dons,60,1
15242,S. Dawson,Ireland,Bury,60,1
15243,B. Moore,United Kingdom,Plymouth Argyle,60,1
15244,L. Joyce,United Kingdom,Port Vale,60,1
15245,D. Da Costa,Switzerland,FC Lugano,60,1
15246,T. Velaphi,Australia,Perth Glory,60,1
15247,F. Al Shammari,Saudi Arabia,Al Fayha,60,1
15248,Zhu Ting,China,Dalian YiFang FC,60,1
15249,Yang Qipeng,China,Tianjin TEDA FC,60,1
15250,Ding Jie,China,Chongqing Dangdai Lifan FC SWM Team,60,1
15251,Wan Houliang,China,Beijing Renhe FC,60,1
15252,M. Youssouf,Comoros,AC Ajaccio,60,1
15253,J. Widdowson,United Kingdom,Leyton Orient,60,1
15254,P. Vincenti,United Kingdom,Macclesfield Town,60,1
15255,B. Sielewski,Poland,Wisła Płock,60,1
15256,Wang Song,China,Jiangsu Suning FC,60,1
15257,D. Melichárek,Czech Republic,Malmö FF,60,1
15258,C. Clements,United Kingdom,Cheltenham Town,60,1
15259,G. Taylor,United Kingdom,Cambridge United,60,1
15260,E. Cebotaru,Moldova,Academica Clinceni,60,1
15261,J. Aymes,France,Le Mans FC,60,1
15262,A. Blackman,United Kingdom,Southend United,60,1
15263,J. Cook,United Kingdom,Grimsby Town,60,1
15264,N. Yamada,Japan,Shonan Bellmare,60,1
15265,J. Dunleavy,Ireland,Sligo Rovers,60,1
15266,F. Musaev,Uzbekistan,Júbilo Iwata,60,1
15267,W. Łuczak,Poland,LKS Lodz,60,1
15268,A. Tutte,United Kingdom,Morecambe,60,1
15269,Yun Ju Tae,South Korea,FC Seoul,60,1
15270,T. Nichols,United Kingdom,Bristol Rovers,60,1
15271,D. Byrtek,Poland,Piast Gliwice,60,1
15272,D. Leadbitter,United Kingdom,Newport County,60,1
15273,B. Al Baqi,Saudi Arabia,Al Ahli,60,1
15274,S. Otayf,Saudi Arabia,Al Fateh,60,1
15275,P. Baiocco,Italy,Livorno,60,1
15276,J. Blyth,United Kingdom,Macclesfield Town,60,1
15277,M. Al Bassas,Saudi Arabia,Al Ahli,60,1
15278,C. Subero,Colombia,Unión Magdalena,60,1
15279,S. Céspedes,Chile,CD Cobresal,60,1
15280,J. Hunt,United Kingdom,Hamilton Academical FC,60,1
15281,S. Makani,Iran,Mjøndalen IF,60,1
15282,L. Maldonado,Chile,CD Cobresal,60,1
15283,Chen Jie,China,Beijing Renhe FC,60,1
15284,J. Coulson,United Kingdom,Leyton Orient,60,1
15285,H. Dunk,United Kingdom,Cambridge United,60,1
15286,Qiao Wei,China,Shenzhen FC,60,1
15287,A. Qaisi,Saudi Arabia,Abha Club,60,1
15288,M. Abu Shararah,Saudi Arabia,Damac FC,60,1
15289,N. Iwadate,Japan,Urawa Red Diamonds,60,1
15290,D. Nasu,Japan,Vissel Kobe,60,1
15291,Y. Takeda,Japan,Nagoya Grampus,60,1
15292,Y. Ota,Japan,Júbilo Iwata,60,1
15293,A. Belahmeur,France,FC Voluntari,60,1
15294,A. Al Nashi,Saudi Arabia,Al Hazem,60,1
15295,K. Tanno,Japan,Cerezo Osaka,60,1
15296,T. Siedschlag,Germany,Holstein Kiel,60,1
15297,M. Harzan,Saudi Arabia,Al Taawoun,60,1
15298,M. Kremer,Germany,SV Meppen,60,1
15299,D. Srnić,Serbia,LKS Lodz,60,1
15300,A. El Hriti,France,FC Chambly Oise,60,1
15301,S. Kassar,Saudi Arabia,Damac FC,60,1
15302,M. Langer,Germany,Chemnitzer FC,60,1
15303,J. Franzoni,Argentina,Patronato,60,1
15304,Liu Huan,China,Beijing Sinobo Guoan FC,60,1
15305,Ke Zhao,China,Henan Jianye FC,60,1
15306,Qiu Tianyi,China,Tianjin TEDA FC,60,1
15307,T. Kodama,Japan,FC Tokyo,60,1
15308,J. Igbarumah,Nigeria,IK Sirius,60,1
15309,R. Cabrera,Uruguay,CD Cobresal,60,1
15310,A. Boroughbridge,United Kingdom,Bury,60,1
15311,R. Romeo,Italy,Gaz Metan Mediaş,60,1
15312,S. Eichmeier,Germany,Viktoria Köln,60,1
15313,V. Olariu,Romania,Academica Clinceni,60,1
15314,Elsinho,Brazil,FC Juárez,60,1
15315,K. Barnawi,Saudi Arabia,Abha Club,60,1
15316,S. Perović,Serbia,Dinamo Bucureşti,60,1
15317,M. Sánchez,Argentina,Central Córdoba,60,1
15318,K. Santini,Croatia,Jagiellonia Białystok,60,1
15319,J. Passaglia,Argentina,Politehnica Iaşi,60,1
15320,N. Allievi,Italy,Castellammare di Stabia,60,1
15321,A. Deshpande,India,India,60,1
15322,T. Atwal,India,India,60,1
15323,B. Sidhu,India,India,60,1
15324,R. Nadkarni,India,India,60,1
15325,M. Radin,Serbia,Korona Kielce,60,1
15326,K. Stoyanov,Bulgaria,Bulgaria,60,1
15327,G. Bazunu,Ireland,Manchester City,59,1
15328,K. Bafounta,France,Borussia Dortmund,59,1
15329,J. von Moos,Switzerland,FC Basel 1893,59,1
15330,X. Amaechi,United Kingdom,Hamburger SV,59,1
15331,J. Bowden,United Kingdom,Tottenham Hotspur,59,1
15332,M. Daly,United Kingdom,Huddersfield Town,59,1
15333,J. Hove,Norway,Strømsgodset IF,59,1
15334,B. Provoste,Chile,Colo-Colo,59,1
15335,N. Kirby,United Kingdom,Crystal Palace,59,1
15336,D. Adshead,United Kingdom,Norwich City,59,1
15337,S. Çetin,Germany,Eintracht Frankfurt,59,1
15338,G. Verón,Argentina,Argentinos Juniors,59,1
15339,G. Bello,United States,Atlanta United,59,1
15340,K. Watts,United Kingdom,Stevenage,59,1
15341,L. Zumberi,Switzerland,FC Zürich,59,1
15342,L. Unbehaun,Germany,Borussia Dortmund,59,1
15343,Y. Juárez,Argentina,Club Atlético Aldosivi,59,1
15344,A. Trubin,Ukraine,Shakhtar Donetsk,59,1
15345,N. Zohoré,France,FC Sochaux-Montbéliard,59,1
15346,E. Eyibil,Germany,1. FSV Mainz 05,59,1
15347,Y. Larouci,Algeria,Liverpool,59,1
15348,J. Westerman,Netherlands,PEC Zwolle,59,1
15349,J. Valencia,Colombia,Racing Club de Lens,59,1
15350,E. Chapman,United Kingdom,Lincoln City,59,1
15351,J. Oksanen,Finland,Brentford,59,1
15352,B. Mines,United States,New York Red Bulls,59,1
15353,L. Chávez,Argentina,Gimnasia y Esgrima La Plata,59,1
15354,E. Erhahon,United Kingdom,St. Mirren,59,1
15355,L. Benedetti,Italy,Spezia,59,1
15356,M. Weigandt,Argentina,Boca Juniors,59,1
15357,Y. Baret,France,En Avant de Guingamp,59,1
15358,R. Geeraerts,Belgium,Royal Antwerp FC,59,1
15359,C. Sene,Senegal,Racing Club de Lens,59,1
15360,A. Bolger,Ireland,Cardiff City,59,1
